"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.957840229E2,6.778430895E1,2.482003015E1,2.319039176E2,1.110000014E0,5.199999809E0,3.790092468E0,2.500000000E0
1.967840860E2,6.778431863E1,2.482003000E1,2.317527106E2,1.110000014E0,3.583999939E2,3.790092468E0,2.500000000E0
1.977843536E2,6.778432844E1,2.482003170E1,2.317688028E2,1.169999957E0,1.130000019E1,3.790092468E0,2.500000000E0
1.987838180E2,6.778433802E1,2.482003416E1,2.317900234E2,1.039999962E0,4.599999905E0,3.790092468E0,2.500000000E0
1.997842154E2,6.778434731E1,2.482003323E1,2.316585306E2,1.080000043E0,3.562000122E2,3.790092468E0,2.500000000E0
2.007836000E2,6.778435622E1,2.482003119E1,2.316406849E2,1.070000052E0,3.563999939E2,3.790092468E0,2.500000000E0
2.017841103E2,6.778436657E1,2.482003228E1,2.317048098E2,1.179999948E0,5.500000000E0,3.790092468E0,2.500000000E0
2.027834018E2,6.778437641E1,2.482003326E1,2.320319972E2,1.059999943E0,1.899999976E0,3.790092468E0,2.500000000E0
2.037837081E2,6.778438680E1,2.482003511E1,2.321741258E2,1.059999943E0,5.599999905E0,3.790092468E0,2.500000000E0
2.047835250E2,6.778439816E1,2.482003586E1,2.323547640E2,1.169999957E0,3.700000048E0,3.790092468E0,2.500000000E0
2.057833488E2,6.778441011E1,2.482003794E1,2.321447164E2,1.169999957E0,3.588999939E2,3.790092468E0,2.500000000E0
2.067842150E2,6.778442127E1,2.482003667E1,2.319463243E2,1.200000048E0,3.563999939E2,3.790092468E0,2.500000000E0
2.077841269E2,6.778443278E1,2.482003741E1,2.320622038E2,1.169999957E0,2.700000048E0,3.790092468E0,2.500000000E0
2.087835904E2,6.778444325E1,2.482004117E1,2.320321543E2,1.120000005E0,1.039999962E1,3.790092468E0,2.500000000E0
2.097841809E2,6.778445525E1,2.482004854E1,2.315968321E2,1.279999971E0,1.150000000E1,3.790092468E0,2.500000000E0
2.107836573E2,6.778446811E1,2.482005544E1,2.312436606E2,1.320000052E0,9.899999619E0,3.790092468E0,2.500000000E0
2.117838304E2,6.778448037E1,2.482006191E1,2.311826654E2,1.350000024E0,1.230000019E1,3.790092468E0,2.500000000E0
2.127835993E2,6.778449281E1,2.482006901E1,2.310446440E2,1.340000033E0,8.500000000E0,3.790092468E0,2.500000000E0
2.137842708E2,6.778450547E1,2.482007564E1,2.312767388E2,1.360000014E0,1.310000038E1,3.790092468E0,2.500000000E0
2.147837890E2,6.778451652E1,2.482008453E1,2.309057517E2,1.279999971E0,2.189999962E1,3.790092468E0,2.500000000E0
2.157842729E2,6.778452605E1,2.482009808E1,2.305897054E2,1.289999962E0,3.010000038E1,3.790092468E0,2.500000000E0
2.167837664E2,6.778453468E1,2.482011389E1,2.304440131E2,1.259999990E0,3.209999847E1,3.790092468E0,2.500000000E0
2.177838212E2,6.778454325E1,2.482013004E1,2.305100522E2,1.220000029E0,3.550000000E1,3.790092468E0,2.500000000E0
2.187836273E2,6.778455294E1,2.482014484E1,2.303613655E2,1.250000000E0,2.939999962E1,3.790092468E0,2.500000000E0
2.197839339E2,6.778456138E1,2.482016098E1,2.299725709E2,1.169999957E0,4.120000076E1,3.790092468E0,2.500000000E0
2.207836501E2,6.778456794E1,2.482018270E1,2.298176742E2,1.250000000E0,4.740000153E1,3.790092468E0,2.500000000E0
2.217835676E2,6.778457283E1,2.482020797E1,2.292927906E2,1.289999962E0,5.640000153E1,3.790092468E0,2.500000000E0
2.227834037E2,6.778457773E1,2.482023383E1,2.290991454E2,1.269999981E0,5.600000000E1,3.790092468E0,2.500000000E0
2.237838427E2,6.778458309E1,2.482025447E1,2.290891477E2,1.000000000E0,4.729999924E1,3.790092468E0,2.500000000E0
2.247834936E2,6.778458821E1,2.482027631E1,2.291540421E2,1.149999976E0,5.540000153E1,3.790092468E0,2.500000000E0
2.257840991E2,6.778459315E1,2.482030274E1,2.291395968E2,1.289999962E0,6.250000000E1,3.790092468E0,2.500000000E0
2.267836409E2,6.778459963E1,2.482032670E1,2.291183089E2,1.200000048E0,5.059999847E1,3.790092468E0,2.500000000E0
2.277841540E2,6.778460636E1,2.482034683E1,2.291588444E2,1.139999986E0,5.050000000E1,3.790092468E0,2.500000000E0
2.287835853E2,6.778461246E1,2.482037092E1,2.295618130E2,1.240000010E0,6.190000153E1,3.790092468E0,2.500000000E0
2.297840980E2,6.778461835E1,2.482039335E1,2.293364841E2,1.159999967E0,4.890000153E1,3.790092468E0,2.500000000E0
2.307833827E2,6.778462392E1,2.482041381E1,2.294440394E2,1.080000043E0,5.459999847E1,3.790092468E0,2.500000000E0
2.317835617E2,6.778462833E1,2.482043648E1,2.297721201E2,1.129999995E0,6.530000305E1,3.790092468E0,2.500000000E0
2.327841682E2,6.778463279E1,2.482045927E1,2.294745905E2,1.110000014E0,4.959999847E1,3.790092468E0,2.500000000E0
2.337836802E2,6.778463699E1,2.482048252E1,2.294031362E2,1.149999976E0,6.659999847E1,3.790092468E0,2.500000000E0
2.347840235E2,6.778464103E1,2.482050396E1,2.292870024E2,1.009999990E0,5.409999847E1,3.790092468E0,2.500000000E0
2.357836827E2,6.778464602E1,2.482052749E1,2.292445994E2,1.190000057E0,5.940000153E1,3.790092468E0,2.500000000E0
2.367841597E2,6.778465172E1,2.482055187E1,2.288749252E2,1.139999986E0,5.470000076E1,3.790092468E0,2.500000000E0
2.377835458E2,6.778465790E1,2.482057436E1,2.289991440E2,1.149999976E0,5.629999924E1,3.790092468E0,2.500000000E0
2.387839310E2,6.778466439E1,2.482059491E1,2.289108354E2,1.110000014E0,5.250000000E1,3.790092468E0,2.500000000E0
2.397835021E2,6.778466951E1,2.482061687E1,2.291170264E2,1.039999962E0,6.869999695E1,3.790092468E0,2.500000000E0
2.407839651E2,6.778467210E1,2.482064116E1,2.291215049E2,1.059999943E0,7.819999695E1,3.790092468E0,2.500000000E0
2.417834863E2,6.778467445E1,2.482066653E1,2.291305019E2,1.070000052E0,7.400000000E1,3.790092468E0,2.500000000E0
2.427836756E2,6.778467665E1,2.482069348E1,2.289144645E2,1.129999995E0,7.440000153E1,3.790092468E0,2.500000000E0
2.437834271E2,6.778468184E1,2.482071943E1,2.288160946E2,1.169999957E0,5.900000000E1,3.790092468E0,2.500000000E0
2.447839789E2,6.778468643E1,2.482074474E1,2.287180916E2,1.110000014E0,6.950000000E1,3.790092468E0,2.500000000E0
2.457841287E2,6.778469005E1,2.482077255E1,2.285463634E2,1.129999995E0,6.200000000E1,3.790092468E0,2.500000000E0
2.467836682E2,6.778469408E1,2.482079981E1,2.283906248E2,1.230000019E0,6.400000000E1,3.790092468E0,2.500000000E0
2.477835024E2,6.778469817E1,2.482082722E1,2.287373887E2,1.179999948E0,6.359999847E1,3.790092468E0,2.500000000E0
2.487839461E2,6.778470092E1,2.482085623E1,2.287737938E2,1.190000057E0,7.169999695E1,3.790092468E0,2.500000000E0
2.497835377E2,6.778470291E1,2.482088673E1,2.287903661E2,1.190000057E0,8.300000000E1,3.790092468E0,2.500000000E0
2.507841845E2,6.778470421E1,2.482091611E1,2.290250174E2,1.159999967E0,8.519999695E1,3.790092468E0,2.500000000E0
2.517835043E2,6.778470578E1,2.482094357E1,2.288671486E2,1.110000014E0,8.200000000E1,3.790092468E0,2.500000000E0
2.527833571E2,6.778470852E1,2.482097068E1,2.290651115E2,1.190000057E0,7.880000305E1,3.790092468E0,2.500000000E0
2.537837014E2,6.778471243E1,2.482099677E1,2.292744841E2,1.149999976E0,7.209999847E1,3.790092468E0,2.500000000E0
2.547842022E2,6.778471588E1,2.482102066E1,2.292632130E2,1.139999986E0,7.559999847E1,3.790092468E0,2.500000000E0
2.557834108E2,6.778471896E1,2.482104505E1,2.293054102E2,1.159999967E0,6.659999847E1,3.790092468E0,2.500000000E0
2.567838862E2,6.778472254E1,2.482107217E1,2.295238791E2,1.179999948E0,7.380000305E1,3.790092468E0,2.500000000E0
2.577833670E2,6.778472580E1,2.482109944E1,2.298609401E2,1.190000057E0,7.850000000E1,3.790092468E0,2.500000000E0
2.587834851E2,6.778473009E1,2.482112634E1,2.300170901E2,1.190000057E0,7.759999847E1,3.790092468E0,2.500000000E0
2.597839792E2,6.778473459E1,2.482115033E1,2.301165345E2,1.049999952E0,7.019999695E1,3.790092468E0,2.500000000E0
2.607840218E2,6.778473797E1,2.482117143E1,2.304555410E2,1.039999962E0,7.730000305E1,3.790092468E0,2.500000000E0
2.617835172E2,6.778474038E1,2.482119586E1,2.303799420E2,1.080000043E0,7.980000305E1,3.790092468E0,2.500000000E0
2.627840411E2,6.778474332E1,2.482122110E1,2.304785370E2,1.039999962E0,7.490000153E1,3.790092468E0,2.500000000E0
2.637837556E2,6.778474426E1,2.482124490E1,2.305406360E2,1.029999971E0,9.559999847E1,3.790092468E0,2.500000000E0
2.647842598E2,6.778474588E1,2.482126914E1,2.308333248E2,1.029999971E0,7.969999695E1,3.790092468E0,2.500000000E0
2.657835013E2,6.778474924E1,2.482129395E1,2.310969574E2,1.070000052E0,7.580000305E1,3.790092468E0,2.500000000E0
2.667839695E2,6.778475222E1,2.482131711E1,2.312850274E2,9.599999785E-1,8.480000305E1,3.790092468E0,2.500000000E0
2.677838213E2,6.778475340E1,2.482134169E1,2.313594558E2,1.070000052E0,9.190000153E1,3.790092468E0,2.500000000E0
2.687834987E2,6.778475525E1,2.482136499E1,2.316046576E2,1.009999990E0,7.759999847E1,3.790092468E0,2.500000000E0
2.697834803E2,6.778475768E1,2.482138949E1,2.318647519E2,1.000000000E0,8.200000000E1,3.790092468E0,2.500000000E0
2.707840430E2,6.778475846E1,2.482141306E1,2.320223100E2,9.100000262E-1,9.209999847E1,3.790092468E0,2.500000000E0
2.717836782E2,6.778475749E1,2.482143533E1,2.322036134E2,8.700000048E-1,9.990000153E1,3.790092468E0,2.500000000E0
2.727841034E2,6.778475681E1,2.482145487E1,2.322941535E2,7.699999809E-1,9.240000153E1,3.790092468E0,2.500000000E0
2.737835532E2,6.778475797E1,2.482147734E1,2.323495975E2,9.399999976E-1,7.769999695E1,3.790092468E0,2.500000000E0
2.747836080E2,6.778475789E1,2.482149996E1,2.328083040E2,9.100000262E-1,9.309999847E1,3.790092468E0,2.500000000E0
2.757839346E2,6.778475705E1,2.482152155E1,2.329886296E2,8.600000143E-1,8.880000305E1,3.790092468E0,2.500000000E0
2.767835065E2,6.778475723E1,2.482154111E1,2.332971853E2,7.699999809E-1,9.250000000E1,3.790092468E0,2.500000000E0
2.777837668E2,6.778475903E1,2.482156113E1,2.334532109E2,8.999999762E-1,7.469999695E1,3.790092468E0,2.500000000E0
2.787843031E2,6.778476048E1,2.482157959E1,2.336284615E2,7.900000215E-1,8.280000305E1,3.790092468E0,2.500000000E0
2.797835474E2,6.778476069E1,2.482159780E1,2.336718177E2,8.500000238E-1,8.790000153E1,3.790092468E0,2.500000000E0
2.807840142E2,6.778476035E1,2.482161718E1,2.340122348E2,8.100000024E-1,9.359999847E1,3.790092468E0,2.500000000E0
2.817833440E2,6.778476148E1,2.482163656E1,2.339714838E2,9.700000286E-1,8.080000305E1,3.790092468E0,2.500000000E0
2.827837107E2,6.778476294E1,2.482165712E1,2.341833580E2,9.100000262E-1,8.869999695E1,3.790092468E0,2.500000000E0
2.837839564E2,6.778476497E1,2.482167708E1,2.344823883E2,8.700000048E-1,7.450000000E1,3.790092468E0,2.500000000E0
2.847842417E2,6.778476599E1,2.482169663E1,2.343257931E2,8.999999762E-1,8.050000000E1,3.790092468E0,2.500000000E0
2.857833998E2,6.778476554E1,2.482171694E1,2.345415777E2,8.799999952E-1,9.259999847E1,3.790092468E0,2.500000000E0
2.867840286E2,6.778476550E1,2.482173640E1,2.346203364E2,8.100000024E-1,8.609999847E1,3.790092468E0,2.500000000E0
2.877838749E2,6.778476508E1,2.482175453E1,2.350103737E2,9.100000262E-1,9.850000000E1,3.790092468E0,2.500000000E0
2.887835020E2,6.778476377E1,2.482177643E1,2.349848903E2,1.039999962E0,1.011999969E2,3.790092468E0,2.500000000E0
2.897839397E2,6.778476414E1,2.482179618E1,2.347904551E2,8.299999833E-1,9.040000153E1,3.790092468E0,2.500000000E0
2.907837032E2,6.778476664E1,2.482181611E1,2.345161810E2,8.899999857E-1,7.990000153E1,3.790092468E0,2.500000000E0
2.917841729E2,6.778476984E1,2.482183709E1,2.347776121E2,8.899999857E-1,7.090000153E1,3.790092468E0,2.500000000E0
2.927834599E2,6.778477351E1,2.482185599E1,2.349013444E2,8.799999952E-1,6.750000000E1,3.790092468E0,2.500000000E0
2.937837704E2,6.778477871E1,2.482187598E1,2.353347667E2,1.100000024E0,6.300000000E1,3.790092468E0,2.500000000E0
2.947833163E2,6.778478266E1,2.482189769E1,2.351701715E2,9.499999881E-1,7.840000153E1,3.790092468E0,2.500000000E0
2.957835137E2,6.778478406E1,2.482192050E1,2.351140431E2,1.029999971E0,8.769999695E1,3.790092468E0,2.500000000E0
2.967839495E2,6.778478536E1,2.482194389E1,2.354465265E2,9.800000191E-1,8.290000153E1,3.790092468E0,2.500000000E0
2.977833658E2,6.778478791E1,2.482195630E1,2.354622824E2,5.099999905E-1,5.259999847E1,3.790092468E0,2.500000000E0
2.987833434E2,6.778480617E1,2.482194338E1,2.353692064E2,2.980000019E0,3.440000000E2,3.790092468E0,2.500000000E0
2.997834223E2,6.778477665E1,2.482198260E1,2.352515860E2,8.000000119E-1,7.759999847E1,3.911047697E0,2.500000000E0
3.007839359E2,6.778477794E1,2.482199879E1,2.355512850E2,8.600000143E-1,8.280000305E1,3.906119823E0,2.500000000E0
3.017838966E2,6.778477660E1,2.482201476E1,2.357877574E2,8.100000024E-1,9.450000000E1,3.790092468E0,2.500000000E0
3.027838082E2,6.778477774E1,2.482203510E1,2.357864973E2,9.200000167E-1,9.450000000E1,3.790092468E0,2.500000000E0
3.037837736E2,6.778477904E1,2.482205784E1,2.360744853E2,8.999999762E-1,8.290000153E1,3.790092468E0,2.500000000E0
3.047834597E2,6.778478001E1,2.482207290E1,2.363796158E2,6.000000238E-1,7.759999847E1,3.790092468E0,2.500000000E0
3.057834143E2,6.778477983E1,2.482208823E1,2.364976155E2,7.699999809E-1,8.359999847E1,3.790092468E0,2.500000000E0
3.067836135E2,6.778477875E1,2.482210074E1,2.366681042E2,5.899999738E-1,8.780000305E1,3.790092468E0,2.500000000E0
3.077840284E2,6.778477744E1,2.482211395E1,2.368324298E2,6.800000072E-1,9.859999847E1,3.790092468E0,2.500000000E0
3.087835655E2,6.778477522E1,2.482212715E1,2.369460982E2,6.100000143E-1,1.034000015E2,3.790092468E0,2.500000000E0
3.097839767E2,6.778477321E1,2.482214381E1,2.367912157E2,8.399999738E-1,1.010999985E2,3.790092468E0,2.500000000E0
3.107834195E2,6.778477201E1,2.482216121E1,2.366808267E2,6.899999976E-1,9.319999695E1,3.790092468E0,2.500000000E0
3.117836461E2,6.778477213E1,2.482217646E1,2.368499731E2,6.499999762E-1,8.869999695E1,3.790092468E0,2.500000000E0
3.127835532E2,6.778477346E1,2.482219222E1,2.366627330E2,7.300000191E-1,8.280000305E1,3.790092468E0,2.500000000E0
3.137839634E2,6.778477548E1,2.482220831E1,2.365721713E2,6.600000262E-1,7.790000153E1,3.790092468E0,2.500000000E0
3.147835625E2,6.778477717E1,2.482222899E1,2.365281857E2,9.100000262E-1,7.930000305E1,3.790092468E0,2.500000000E0
3.157836428E2,6.778477881E1,2.482225290E1,2.369236572E2,9.499999881E-1,8.219999695E1,3.790092468E0,2.500000000E0
3.167838234E2,6.778478039E1,2.482227664E1,2.371447512E2,8.700000048E-1,8.419999695E1,3.790092468E0,2.500000000E0
3.177837730E2,6.778478150E1,2.482230040E1,2.372240006E2,9.700000286E-1,8.550000000E1,3.790092468E0,2.500000000E0
3.187838419E2,6.778478201E1,2.482232418E1,2.374328902E2,8.899999857E-1,8.690000153E1,3.790092468E0,2.500000000E0
3.197842071E2,6.778478186E1,2.482234754E1,2.370729331E2,8.999999762E-1,9.300000000E1,3.790092468E0,2.500000000E0
3.207834520E2,6.778478182E1,2.482237093E1,2.373586057E2,9.300000072E-1,9.369999695E1,3.790092468E0,2.500000000E0
3.217841191E2,6.778478243E1,2.482239335E1,2.375182991E2,8.700000048E-1,8.800000000E1,3.790092468E0,2.500000000E0
3.227838486E2,6.778478340E1,2.482241413E1,2.374836537E2,8.199999928E-1,8.240000153E1,3.790092468E0,2.500000000E0
3.237838882E2,6.778478498E1,2.482243641E1,2.375943333E2,9.900000095E-1,7.819999695E1,3.790092468E0,2.500000000E0
3.247834400E2,6.778478595E1,2.482246041E1,2.373595575E2,9.700000286E-1,8.230000305E1,3.790092468E0,2.500000000E0
3.257843173E2,6.778478755E1,2.482248510E1,2.375630745E2,1.049999952E0,7.800000000E1,3.790092468E0,2.500000000E0
3.267834470E2,6.778478912E1,2.482251086E1,2.376967686E2,1.070000052E0,7.900000000E1,3.790092468E0,2.500000000E0
3.277838092E2,6.778479114E1,2.482253631E1,2.376174485E2,1.039999962E0,7.719999695E1,3.790092468E0,2.500000000E0
3.287837561E2,6.778479312E1,2.482255723E1,2.375622931E2,8.700000048E-1,7.219999695E1,3.790092468E0,2.500000000E0
3.297837936E2,6.778479395E1,2.482257695E1,2.377191140E2,8.199999928E-1,8.550000000E1,3.790092468E0,2.500000000E0
3.307837371E2,6.778479327E1,2.482259160E1,2.372904833E2,8.299999833E-1,9.769999695E1,3.790092468E0,2.500000000E0
3.317842483E2,6.778478185E1,2.482260391E1,2.370826392E2,1.799999952E0,1.573000031E2,3.790092468E0,2.500000000E0
3.327838294E2,6.778477444E1,2.482261653E1,2.366542660E2,9.399999976E-1,9.730000305E1,3.790092468E0,2.500000000E0
3.337842404E2,6.778477406E1,2.482262990E1,2.368685773E2,8.199999928E-1,8.780000305E1,3.790092468E0,2.500000000E0
3.347837262E2,6.778476404E1,2.482265050E1,2.369561500E2,2.119999886E0,1.436000061E2,3.790092468E0,2.500000000E0
3.357833536E2,6.778474522E1,2.482261846E1,2.360038855E2,3.069999933E0,2.236999969E2,3.790092468E0,2.500000000E0
3.367833378E2,6.778474226E1,2.482255790E1,2.362491814E2,1.960000038E0,2.802999878E2,3.790092468E0,2.500000000E0
3.377837984E2,6.778474940E1,2.482252066E1,2.370533192E2,1.110000014E0,2.843999939E2,3.790092468E0,2.500000000E0
3.387834141E2,6.778475631E1,2.482249643E1,2.369089869E2,1.110000014E0,2.922000122E2,3.790092468E0,2.500000000E0
3.397834753E2,6.778476340E1,2.482247797E1,2.379873172E2,1.100000024E0,2.970000000E2,3.790092468E0,2.500000000E0
3.407838510E2,6.778477341E1,2.482246668E1,2.385072996E2,1.179999948E0,3.202999878E2,3.790092468E0,2.500000000E0
3.417837932E2,6.778478580E1,2.482246517E1,2.384382989E2,1.120000005E0,3.386000061E2,3.790092468E0,2.500000000E0
3.427833863E2,6.778479655E1,2.482247424E1,2.397780061E2,1.110000014E0,3.000000000E0,3.790092468E0,2.500000000E0
3.437834996E2,6.778480587E1,2.482248641E1,2.400765826E2,1.009999990E0,3.582999878E2,3.790092468E0,2.500000000E0
3.447834098E2,6.778481439E1,2.482249784E1,2.412275772E2,9.900000095E-1,2.400000095E0,3.790092468E0,2.500000000E0
3.457837205E2,6.778482212E1,2.482251012E1,2.419160502E2,9.599999785E-1,3.400000095E0,3.790092468E0,2.500000000E0
3.467837871E2,6.778482929E1,2.482252150E1,2.409186104E2,9.700000286E-1,3.556000061E2,3.790092468E0,2.500000000E0
3.477840588E2,6.778483614E1,2.482252687E1,2.418896090E2,9.900000095E-1,3.461000061E2,3.790092468E0,2.500000000E0
3.487844025E2,6.778484401E1,2.482254726E1,2.421471831E2,1.370000005E0,3.320000076E1,3.790092468E0,2.500000000E0
3.497848403E2,6.778484756E1,2.482258043E1,2.432521339E2,1.080000043E0,6.700000000E1,3.790092468E0,2.500000000E0
3.507843458E2,6.778484565E1,2.482261357E1,2.427077444E2,8.399999738E-1,8.559999847E1,3.790092468E0,2.500000000E0
3.517852821E2,6.778484330E1,2.482264379E1,2.427408672E2,8.000000119E-1,8.240000153E1,3.790092468E0,2.500000000E0
3.527846579E2,6.778484006E1,2.482267300E1,2.415933267E2,6.499999762E-1,9.869999695E1,3.790092468E0,2.500000000E0
3.537846053E2,6.778483678E1,2.482270112E1,2.417003017E2,6.299999952E-1,9.580000305E1,3.790092468E0,2.500000000E0
3.547851391E2,6.778483182E1,2.482273532E1,2.417059695E2,1.070000052E0,1.174000015E2,3.790092468E0,2.500000000E0
3.557852749E2,6.778484308E1,2.482277660E1,2.412724596E2,2.779999971E0,3.110000038E1,3.790092468E0,2.500000000E0
3.567848493E2,6.778485208E1,2.482280947E1,2.410315720E2,6.800000072E-1,9.819999695E1,3.790092468E0,2.500000000E0
3.577847591E2,6.778486697E1,2.482284068E1,2.405326118E2,3.339999914E0,2.570000076E1,3.790092468E0,2.500000000E0
3.587852329E2,6.778488532E1,2.482282299E1,2.399891514E2,3.039999962E0,3.137000122E2,3.790092468E0,2.500000000E0
3.597849829E2,6.778488236E1,2.482281222E1,2.400233862E2,5.799999833E-1,1.076999969E2,3.790092468E0,2.500000000E0
3.607845282E2,6.778489458E1,2.482286840E1,2.395612053E2,4.809999943E0,3.579999924E1,3.790092468E0,2.500000000E0
3.617844029E2,6.778490119E1,2.482291140E1,2.393164902E2,7.799999714E-1,1.194000015E2,3.790092468E0,2.500000000E0
3.627850744E2,6.778489902E1,2.482294721E1,2.392063086E2,2.500000000E0,4.990000153E1,3.790092468E0,2.500000000E0
3.637852419E2,6.778489523E1,2.482297349E1,2.387645765E2,8.100000024E-1,1.061999969E2,3.790092468E0,2.500000000E0
3.647847693E2,6.778489482E1,2.482299525E1,2.388473672E2,1.909999967E0,4.070000076E1,3.790092468E0,2.500000000E0
3.657843744E2,6.778489508E1,2.482301494E1,2.376221094E2,8.999999762E-1,7.150000000E1,3.790092468E0,2.500000000E0
3.667846199E2,6.778488739E1,2.482303240E1,2.376781176E2,1.039999962E0,1.118000031E2,3.790092468E0,2.500000000E0
3.677850407E2,6.778487687E1,2.482304825E1,2.374504392E2,9.100000262E-1,1.278000031E2,3.790092468E0,2.500000000E0
3.687850395E2,6.778486626E1,2.482306068E1,2.374208771E2,8.899999857E-1,1.348999939E2,3.790092468E0,2.500000000E0
3.697850596E2,6.778485576E1,2.482307457E1,2.369618120E2,1.019999981E0,1.356000061E2,3.790092468E0,2.500000000E0
3.707846193E2,6.778484629E1,2.482309180E1,2.365933247E2,9.200000167E-1,1.266999969E2,3.790092468E0,2.500000000E0
3.717848654E2,6.778483647E1,2.482311156E1,2.367075072E2,9.300000072E-1,1.308000031E2,3.790092468E0,2.500000000E0
3.727844653E2,6.778482569E1,2.482312993E1,2.366355941E2,9.900000095E-1,1.346999969E2,3.790092468E0,2.500000000E0
3.737845791E2,6.778481354E1,2.482314270E1,2.367293881E2,9.900000095E-1,1.558999939E2,3.790092468E0,2.500000000E0
3.747848286E2,6.778480085E1,2.482315186E1,2.370788552E2,8.799999952E-1,1.591000061E2,3.790092468E0,2.500000000E0
3.757850775E2,6.778478802E1,2.482316378E1,2.369913753E2,1.009999990E0,1.481999969E2,3.790092468E0,2.500000000E0
3.767853195E2,6.778477231E1,2.482315936E1,2.370216195E2,1.509999990E0,2.045000000E2,3.790092468E0,2.500000000E0
3.777848346E2,6.778475848E1,2.482315589E1,2.375900684E2,9.200000167E-1,1.706000061E2,3.790092468E0,2.500000000E0
3.787844274E2,6.778474496E1,2.482314095E1,2.374830267E2,1.679999948E0,2.248000031E2,3.790092468E0,2.500000000E0
3.797846362E2,6.778473208E1,2.482313708E1,2.371321613E2,1.059999943E0,1.645000000E2,3.790092468E0,2.500000000E0
3.807849015E2,6.778472024E1,2.482315321E1,2.373953311E2,1.070000052E0,1.538999939E2,3.790092468E0,2.500000000E0
3.817849807E2,6.778470752E1,2.482314887E1,2.376476753E2,1.139999986E0,1.736999969E2,3.790092468E0,2.500000000E0
3.827843698E2,6.778469555E1,2.482310757E1,2.371973367E2,2.519999981E0,2.438999939E2,3.790092468E0,2.500000000E0
3.837851591E2,6.778468508E1,2.482308563E1,2.371283654E2,1.059999943E0,1.736999969E2,3.790092468E0,2.500000000E0
3.847849932E2,6.778467511E1,2.482307850E1,2.364984366E2,1.200000048E0,2.218000031E2,3.790092468E0,2.500000000E0
3.857849904E2,6.778466532E1,2.482307829E1,2.370375829E2,1.110000014E0,1.693999939E2,3.790092468E0,2.500000000E0
3.867851353E2,6.778465511E1,2.482305898E1,2.375894638E2,2.079999924E0,2.366999969E2,3.790092468E0,2.500000000E0
3.877847241E2,6.778464501E1,2.482304938E1,2.386379380E2,1.230000019E0,1.836999969E2,3.790092468E0,2.500000000E0
3.887848421E2,6.778463862E1,2.482302832E1,2.387548713E2,2.119999886E0,2.528000031E2,3.790092468E0,2.500000000E0
