"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
3.897849173E2,6.778463147E1,2.482302091E1,2.384385951E2,1.139999986E0,1.810000000E2,3.790092468E0,2.500000000E0
3.907844800E2,6.778462409E1,2.482301780E1,2.382147318E2,1.309999943E0,2.356999969E2,3.790092468E0,2.500000000E0
3.917844006E2,6.778461599E1,2.482302313E1,2.382010854E2,1.100000024E0,1.706000061E2,3.790092468E0,2.500000000E0
3.927853051E2,6.778460620E1,2.482302503E1,2.383543090E2,1.279999971E0,2.238999939E2,3.790092468E0,2.500000000E0
3.937851366E2,6.778459615E1,2.482303201E1,2.386228958E2,1.059999943E0,1.740000000E2,3.790092468E0,2.500000000E0
3.947847199E2,6.778458504E1,2.482303276E1,2.383269024E2,1.379999995E0,2.206000061E2,3.790092468E0,2.500000000E0
3.957844895E2,6.778457343E1,2.482303614E1,2.384042043E2,1.220000029E0,1.766000061E2,3.790092468E0,2.500000000E0
3.967848767E2,6.778456229E1,2.482302517E1,2.379092223E2,1.779999971E0,2.313999939E2,3.790092468E0,2.500000000E0
3.977846444E2,6.778455125E1,2.482302494E1,2.378212354E2,1.120000005E0,1.735000000E2,3.790092468E0,2.500000000E0
3.987852975E2,6.778454183E1,2.482303821E1,2.371426236E2,8.199999928E-1,1.796000061E2,3.790092468E0,2.500000000E0
3.997845875E2,6.778453488E1,2.482303586E1,2.364066752E2,1.190000057E0,2.348000031E2,3.790092468E0,2.500000000E0
4.007847485E2,6.778452580E1,2.482304247E1,2.367197539E2,1.149999976E0,1.680000000E2,3.790092468E0,2.500000000E0
4.017847052E2,6.778451632E1,2.482303640E1,2.368705868E2,1.750000000E0,2.358000031E2,3.790092468E0,2.500000000E0
4.027847294E2,6.778450629E1,2.482303605E1,2.367661179E2,1.149999976E0,1.796999969E2,3.790092468E0,2.500000000E0
4.037844088E2,6.778449853E1,2.482302349E1,2.368847125E2,1.840000033E0,2.488000031E2,3.790092468E0,2.500000000E0
4.047851745E2,6.778448952E1,2.482302321E1,2.367427656E2,1.330000043E0,1.761000061E2,3.790092468E0,2.500000000E0
4.057846308E2,6.778448141E1,2.482301455E1,2.365920175E2,1.820000052E0,2.448000031E2,3.790092468E0,2.500000000E0
4.067848310E2,6.778447363E1,2.482301739E1,2.367823469E2,1.200000048E0,1.726000061E2,3.790092468E0,2.500000000E0
4.077843435E2,6.778446327E1,2.482299059E1,2.362725736E2,3.029999971E0,2.461999969E2,3.790092468E0,2.500000000E0
4.087851854E2,6.778445514E1,2.482298109E1,2.366350082E2,1.090000033E0,1.755000000E2,3.790092468E0,2.500000000E0
4.097853222E2,6.778444852E1,2.482297194E1,2.365035431E2,1.990000010E0,2.441000061E2,3.790092468E0,2.500000000E0
4.107844593E2,6.778444201E1,2.482297451E1,2.365001436E2,1.000000000E0,1.731000061E2,3.790092468E0,2.500000000E0
4.117849978E2,6.778443545E1,2.482296657E1,2.360975617E2,1.960000038E0,2.436999969E2,3.790092468E0,2.500000000E0
4.127852623E2,6.778442870E1,2.482296841E1,2.356146696E2,1.029999971E0,1.743000031E2,3.790092468E0,2.500000000E0
4.137850814E2,6.778442306E1,2.482295712E1,2.353127896E2,1.899999976E0,2.526999969E2,3.790092468E0,2.500000000E0
4.147850985E2,6.778441826E1,2.482296251E1,2.349494040E2,9.499999881E-1,1.551000061E2,3.790092468E0,2.500000000E0
4.157849869E2,6.778440390E1,2.482294191E1,2.345896720E2,3.450000048E0,2.283000031E2,3.790092468E0,2.500000000E0
4.167848364E2,6.778439146E1,2.482293149E1,2.343880287E2,9.900000095E-1,1.620000000E2,3.790092468E0,2.500000000E0
4.177844866E2,6.778438131E1,2.482291992E1,2.342426531E2,2.640000105E0,2.341999969E2,3.790092468E0,2.500000000E0
4.187845393E2,6.778438041E1,2.482289878E1,2.329977569E2,1.230000019E0,2.842000122E2,3.790092468E0,2.500000000E0
4.197847536E2,6.778438068E1,2.482291320E1,2.329748243E2,9.399999976E-1,1.653000031E2,3.790092468E0,2.500000000E0
4.207846084E2,6.778437199E1,2.482289868E1,2.327265974E2,2.750000000E0,2.401000061E2,3.790092468E0,2.500000000E0
4.217851780E2,6.778437281E1,2.482287874E1,2.320899749E2,1.169999957E0,2.942000122E2,3.790092468E0,2.500000000E0
4.227843526E2,6.778437964E1,2.482287985E1,2.316160832E2,7.599999905E-1,3.076000061E2,3.790092468E0,2.500000000E0
4.237845894E2,6.778438510E1,2.482288501E1,2.307402830E2,7.500000000E-1,3.182999878E2,3.790092468E0,2.500000000E0
4.247846315E2,6.778438952E1,2.482288953E1,2.298729074E2,7.300000191E-1,3.180000000E2,3.790092468E0,2.500000000E0
4.257851911E2,6.778439302E1,2.482289273E1,2.293152248E2,7.400000095E-1,3.162999878E2,3.790092468E0,2.500000000E0
4.267849706E2,6.778439430E1,2.482289181E1,2.286865585E2,7.599999905E-1,3.020000000E2,3.790092468E0,2.500000000E0
4.277844386E2,6.778437944E1,2.482287608E1,2.279520777E2,3.109999895E0,2.236999969E2,3.790092468E0,2.500000000E0
4.287846311E2,6.778437829E1,2.482287044E1,2.272878281E2,7.599999905E-1,3.207000122E2,3.790092468E0,2.500000000E0
4.297845757E2,6.778438478E1,2.482287545E1,2.262852553E2,7.900000215E-1,2.986000061E2,3.790092468E0,2.500000000E0
4.307850010E2,6.778438832E1,2.482287695E1,2.258550119E2,7.400000095E-1,3.047000122E2,3.790092468E0,2.500000000E0
4.317850466E2,6.778439070E1,2.482287961E1,2.250943283E2,7.400000095E-1,3.147000122E2,3.790092468E0,2.500000000E0
4.327842130E2,6.778439188E1,2.482288115E1,2.245746130E2,7.200000286E-1,3.083999939E2,3.790092468E0,2.500000000E0
4.337846578E2,6.778439290E1,2.482288337E1,2.246763589E2,7.400000095E-1,3.222000122E2,3.790092468E0,2.500000000E0
4.347844392E2,6.778439333E1,2.482288506E1,2.235337207E2,7.099999785E-1,3.162000122E2,3.790092468E0,2.500000000E0
4.357850523E2,6.778439290E1,2.482288677E1,2.238924884E2,6.999999881E-1,3.153999939E2,3.790092468E0,2.500000000E0
4.367849755E2,6.778439643E1,2.482290082E1,2.232376507E2,1.289999962E0,1.330000019E1,3.790092468E0,2.500000000E0
4.377845746E2,6.778439821E1,2.482292311E1,2.224393944E2,7.099999785E-1,3.100000000E1,3.790092468E0,2.500000000E0
4.387847951E2,6.778439644E1,2.482294960E1,2.222801895E2,7.300000191E-1,4.590000153E1,3.790092468E0,2.500000000E0
4.397843364E2,6.778439445E1,2.482297751E1,2.213991851E2,7.300000191E-1,5.009999847E1,3.790092468E0,2.500000000E0
4.407846225E2,6.778439133E1,2.482300744E1,2.210612156E2,7.699999809E-1,7.169999695E1,3.790092468E0,2.500000000E0
4.417851808E2,6.778437967E1,2.482303165E1,2.202236866E2,8.999999762E-1,1.690000000E2,3.790092468E0,2.500000000E0
4.427849567E2,6.778436719E1,2.482309509E1,2.196396244E2,3.009999990E0,9.759999847E1,3.790092468E0,2.500000000E0
4.437850277E2,6.778435559E1,2.482313645E1,2.216374430E2,7.599999905E-1,1.838000031E2,3.790092468E0,2.500000000E0
4.447843230E2,6.778434171E1,2.482316725E1,2.222574466E2,1.600000024E0,1.234000015E2,3.790092468E0,2.500000000E0
4.457843594E2,6.778432810E1,2.482319701E1,2.217172921E2,8.700000048E-1,1.568999939E2,3.790092468E0,2.500000000E0
4.467843532E2,6.778431558E1,2.482321352E1,2.226368971E2,7.200000286E-1,1.726000061E2,3.790092468E0,2.500000000E0
4.477852717E2,6.778430567E1,2.482322788E1,2.232501578E2,3.700000048E-1,1.895000000E2,3.790092468E0,2.500000000E0
4.487843676E2,6.778429639E1,2.482324071E1,2.233972898E2,3.700000048E-1,2.000000000E2,3.790092468E0,2.500000000E0
4.497852623E2,6.778428886E1,2.482325815E1,2.241224261E2,2.300000042E-1,1.254000015E2,3.790092468E0,2.500000000E0
4.507851731E2,6.778426188E1,2.482325665E1,2.244682521E2,3.640000105E0,1.990000000E2,3.790092468E0,2.500000000E0
4.517846489E2,6.778424225E1,2.482325379E1,2.245654629E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.527844551E2,6.778423919E1,2.482325752E1,2.247161094E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.537847392E2,6.778423698E1,2.482325869E1,2.248462429E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.547852622E2,6.778423533E1,2.482325888E1,2.249558051E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.557846056E2,6.778423334E1,2.482325894E1,2.250828241E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.567851809E2,6.778423212E1,2.482325871E1,2.252144795E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.577846904E2,6.778423121E1,2.482325839E1,2.253112830E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.587843518E2,6.778423039E1,2.482325829E1,2.254047297E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.597845148E2,6.778422964E1,2.482325835E1,2.255040357E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.607849234E2,6.778422893E1,2.482325843E1,2.255963837E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.617849481E2,6.778422747E1,2.482326447E1,2.267492874E2,3.199999928E-1,3.542000122E2,3.790092468E0,2.500000000E0
4.627849470E2,6.778422858E1,2.482326428E1,2.280570238E2,7.599999905E-1,3.358999939E2,3.790092468E0,2.500000000E0
4.637845085E2,6.778422969E1,2.482325963E1,2.291305630E2,9.200000167E-1,3.297000122E2,3.790092468E0,2.500000000E0
4.647850209E2,6.778422674E1,2.482325840E1,2.306311178E2,7.099999785E-1,3.210000000E2,3.790092468E0,2.500000000E0
4.657848593E2,6.778421646E1,2.482327582E1,2.313928816E2,3.799999952E-1,3.212999878E2,3.790092468E0,2.500000000E0
4.667848513E2,6.778420382E1,2.482329775E1,2.313945246E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.677848143E2,6.778419631E1,2.482330529E1,2.314702959E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.687848588E2,6.778419160E1,2.482331087E1,2.314817273E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.697845424E2,6.778418747E1,2.482332046E1,2.322012309E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.707849438E2,6.778415117E1,2.482332039E1,2.325716167E2,3.759999990E0,1.833999939E2,3.790092468E0,2.500000000E0
4.717849015E2,6.778414427E1,2.482332538E1,2.329927205E2,1.700000018E-1,2.536000061E2,3.790092468E0,2.500000000E0
4.727851161E2,6.778414301E1,2.482333469E1,2.334650857E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.737848142E2,6.778414199E1,2.482334188E1,2.334716885E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.747849785E2,6.778414168E1,2.482334380E1,2.334760250E2,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.757845811E2,6.778413872E1,2.482336253E1,2.335090134E2,5.899999738E-1,9.869999695E1,3.790092468E0,2.500000000E0
4.767851212E2,6.778413304E1,2.482338106E1,2.332235265E2,6.299999952E-1,1.253000031E2,3.790092468E0,2.500000000E0
4.777843656E2,6.778412436E1,2.482339970E1,2.334507421E2,6.800000072E-1,1.396000061E2,3.790092468E0,2.500000000E0
4.787843126E2,6.778411386E1,2.482341604E1,2.338897513E2,8.500000238E-1,1.603000031E2,3.790092468E0,2.500000000E0
4.797852308E2,6.778410375E1,2.482342963E1,2.342248744E2,8.399999738E-1,1.653999939E2,3.790092468E0,2.500000000E0
4.807845187E2,6.778409280E1,2.482344359E1,2.349592309E2,8.799999952E-1,1.680000000E2,3.790092468E0,2.500000000E0
4.817847726E2,6.778408466E1,2.482356706E1,2.357626205E2,5.329999924E0,9.640000153E1,3.790092468E0,2.500000000E0
4.827847858E2,6.778407431E1,2.482358694E1,2.357261696E2,1.019999981E0,1.710000000E2,3.790092468E0,2.500000000E0
4.837846227E2,6.778406814E1,2.482364601E1,2.360882544E2,3.339999914E0,1.000999985E2,3.790092468E0,2.500000000E0
4.847845638E2,6.778405916E1,2.482364656E1,2.366346629E2,1.129999995E0,1.618000031E2,3.790092468E0,2.500000000E0
4.857844433E2,6.778405546E1,2.482369242E1,2.371513891E2,2.640000105E0,9.430000305E1,3.790092468E0,2.500000000E0
4.867851255E2,6.778404680E1,2.482368569E1,2.374743385E2,9.399999976E-1,1.736999969E2,3.790092468E0,2.500000000E0
4.877850648E2,6.778403798E1,2.482371861E1,2.374096404E2,2.240000010E0,1.095000000E2,3.790092468E0,2.500000000E0
4.887847442E2,6.778402852E1,2.482371433E1,2.375043231E2,1.059999943E0,1.706000061E2,3.790092468E0,2.500000000E0
4.897847730E2,6.778402081E1,2.482372828E1,2.377087037E2,1.470000029E0,1.205999985E2,3.790092468E0,2.500000000E0
4.907849724E2,6.778401044E1,2.482371654E1,2.378164411E2,1.039999962E0,1.833000031E2,3.790092468E0,2.500000000E0
4.917849272E2,6.778399816E1,2.482370498E1,2.381074108E2,1.149999976E0,1.766000061E2,3.790092468E0,2.500000000E0
4.927849328E2,6.778398518E1,2.482371543E1,2.382871415E2,1.039999962E0,1.638999939E2,3.790092468E0,2.500000000E0
4.937851222E2,6.778397249E1,2.482371541E1,2.385047617E2,1.039999962E0,1.651000061E2,3.790092468E0,2.500000000E0
4.947851804E2,6.778395937E1,2.482371232E1,2.387948890E2,1.120000005E0,1.635000000E2,3.790092468E0,2.500000000E0
4.957850582E2,6.778394745E1,2.482370217E1,2.385948318E2,1.000000000E0,1.780000000E2,3.790092468E0,2.500000000E0
4.967851807E2,6.778393650E1,2.482368840E1,2.386682664E2,9.700000286E-1,1.843000031E2,3.790092468E0,2.500000000E0
4.977851804E2,6.778392429E1,2.482367340E1,2.389213290E2,1.159999967E0,1.833000031E2,3.790092468E0,2.500000000E0
4.987852551E2,6.778391312E1,2.482366900E1,2.391717773E2,1.110000014E0,1.631000061E2,3.790092468E0,2.500000000E0
4.997852361E2,6.778390289E1,2.482367212E1,2.393408726E2,1.070000052E0,1.496000061E2,3.790092468E0,2.500000000E0
5.007845014E2,6.778388945E1,2.482365191E1,2.394481799E2,1.539999962E0,2.001000061E2,3.790092468E0,2.500000000E0
5.017853537E2,6.778387984E1,2.482364034E1,2.393297805E2,1.009999990E0,1.756999969E2,3.790092468E0,2.500000000E0
5.027845224E2,6.778387066E1,2.482363214E1,2.397207836E2,1.000000000E0,1.821999969E2,3.790092468E0,2.500000000E0
5.037850280E2,6.778385994E1,2.482362684E1,2.397387468E2,1.090000033E0,1.773999939E2,3.790092468E0,2.500000000E0
5.047851035E2,6.778385031E1,2.482362220E1,2.396832220E2,1.009999990E0,1.726999969E2,3.790092468E0,2.500000000E0
5.057847401E2,6.778383935E1,2.482361053E1,2.395902163E2,1.090000033E0,1.698000031E2,3.790092468E0,2.500000000E0
5.067846407E2,6.778382787E1,2.482357357E1,2.396493422E2,1.799999952E0,2.288000031E2,3.790092468E0,2.500000000E0
5.077846253E2,6.778382001E1,2.482357502E1,2.397728366E2,1.110000014E0,1.668999939E2,3.790092468E0,2.500000000E0
5.087849902E2,6.778380651E1,2.482352550E1,2.395464909E2,2.960000038E0,2.368000031E2,3.790092468E0,2.500000000E0
5.097843832E2,6.778380029E1,2.482353103E1,2.397634921E2,1.070000052E0,1.655000000E2,3.790092468E0,2.500000000E0
5.107843048E2,6.778378778E1,2.482347951E1,2.396681231E2,3.329999924E0,2.371999969E2,3.790092468E0,2.500000000E0
5.117852554E2,6.778378143E1,2.482348734E1,2.398757890E2,1.139999986E0,1.671000061E2,3.790092468E0,2.500000000E0
5.127843612E2,6.778376973E1,2.482343618E1,2.400507432E2,3.470000029E0,2.403999939E2,3.790092468E0,2.500000000E0
5.137852343E2,6.778377589E1,2.482341352E1,2.396738705E2,1.549999952E0,2.902000122E2,3.790092468E0,2.500000000E0
5.147843663E2,6.778378040E1,2.482340607E1,2.391703109E2,1.009999990E0,2.845000000E2,3.790092468E0,2.500000000E0
5.157844918E2,6.778378409E1,2.482339867E1,2.386926322E2,1.039999962E0,2.866000061E2,3.790092468E0,2.500000000E0
5.167850047E2,6.778378722E1,2.482338977E1,2.382422358E2,1.039999962E0,2.882999878E2,3.790092468E0,2.500000000E0
5.177848956E2,6.778378955E1,2.482337739E1,2.368933385E2,1.080000043E0,2.906000061E2,3.790092468E0,2.500000000E0
5.187845216E2,6.778379034E1,2.482336316E1,2.367806487E2,1.110000014E0,2.828999939E2,3.790092468E0,2.500000000E0
5.197846604E2,6.778378924E1,2.482334641E1,2.360653603E2,1.149999976E0,2.825000000E2,3.790092468E0,2.500000000E0
5.207850237E2,6.778377381E1,2.482335539E1,2.361972434E2,1.100000024E0,1.760000000E2,3.790092468E0,2.500000000E0
5.217849905E2,6.778375774E1,2.482336841E1,2.361278388E2,1.120000005E0,1.756999969E2,3.790092468E0,2.500000000E0
5.227852528E2,6.778374295E1,2.482338535E1,2.363124643E2,1.139999986E0,1.650000000E2,3.790092468E0,2.500000000E0
5.237849261E2,6.778373004E1,2.482340596E1,2.364914134E2,1.029999971E0,1.635000000E2,3.790092468E0,2.500000000E0
5.247848396E2,6.778371577E1,2.482343406E1,2.369729871E2,1.019999981E0,1.738000031E2,3.790092468E0,2.500000000E0
5.257852324E2,6.778370250E1,2.482345516E1,2.370818083E2,1.090000033E0,1.745000000E2,3.790092468E0,2.500000000E0
5.267850329E2,6.778369004E1,2.482347390E1,2.368791013E2,1.000000000E0,1.755000000E2,3.790092468E0,2.500000000E0
5.277848765E2,6.778367568E1,2.482349511E1,2.370952250E2,1.179999948E0,1.658999939E2,3.790092468E0,2.500000000E0
5.287848291E2,6.778366263E1,2.482351782E1,2.370054392E2,1.059999943E0,1.663000031E2,3.790092468E0,2.500000000E0
5.297847215E2,6.778364882E1,2.482353529E1,2.369920039E2,1.100000024E0,1.743000031E2,3.790092468E0,2.500000000E0
5.307852973E2,6.778363497E1,2.482355006E1,2.371903574E2,1.110000014E0,1.780000000E2,3.790092468E0,2.500000000E0
5.317852535E2,6.778362143E1,2.482356107E1,2.371994357E2,1.059999943E0,1.811000061E2,3.790092468E0,2.500000000E0
5.327852224E2,6.778360810E1,2.482356997E1,2.375727688E2,1.070000052E0,1.823000031E2,3.790092468E0,2.500000000E0
5.337850871E2,6.778359487E1,2.482358219E1,2.379858396E2,1.100000024E0,1.756999969E2,3.790092468E0,2.500000000E0
5.347843989E2,6.778358192E1,2.482359650E1,2.382028672E2,1.000000000E0,1.788000031E2,3.790092468E0,2.500000000E0
5.357852003E2,6.778356934E1,2.482360613E1,2.386908234E2,1.110000014E0,1.890000000E2,3.790092468E0,2.500000000E0
5.367851016E2,6.778355790E1,2.482361254E1,2.389682018E2,1.009999990E0,1.918000031E2,3.790092468E0,2.500000000E0
5.377849691E2,6.778354554E1,2.482361717E1,2.394418083E2,1.070000052E0,1.881999969E2,3.790092468E0,2.500000000E0
5.387848440E2,6.778353279E1,2.482362103E1,2.397913913E2,1.100000024E0,1.918999939E2,3.790092468E0,2.500000000E0
5.397847558E2,6.778352139E1,2.482362286E1,2.398740010E2,9.399999976E-1,1.998999939E2,3.790092468E0,2.500000000E0
5.407846390E2,6.778351044E1,2.482362074E1,2.401295174E2,1.070000052E0,2.005000000E2,3.790092468E0,2.500000000E0
5.417851004E2,6.778349919E1,2.482361975E1,2.401667132E2,1.029999971E0,1.961000061E2,3.790092468E0,2.500000000E0
5.427849805E2,6.778348854E1,2.482361821E1,2.404157599E2,1.029999971E0,1.990000000E2,3.790092468E0,2.500000000E0
5.437850944E2,6.778347860E1,2.482361054E1,2.405737331E2,1.090000033E0,2.146000061E2,3.790092468E0,2.500000000E0
5.447848686E2,6.778346949E1,2.482359896E1,2.402186993E2,1.019999981E0,2.186000061E2,3.790092468E0,2.500000000E0
5.457847094E2,6.778346219E1,2.482358492E1,2.404416611E2,9.800000191E-1,2.365000000E2,3.790092468E0,2.500000000E0
5.467847034E2,6.778345620E1,2.482356629E1,2.405645777E2,1.090000033E0,2.401999969E2,3.790092468E0,2.500000000E0
5.477844751E2,6.778344998E1,2.482354882E1,2.404854699E2,1.019999981E0,2.331000061E2,3.790092468E0,2.500000000E0
5.487848544E2,6.778344469E1,2.482353009E1,2.405218370E2,1.019999981E0,2.358000031E2,3.790092468E0,2.500000000E0
5.497847981E2,6.778343919E1,2.482350981E1,2.403737544E2,1.070000052E0,2.383999939E2,3.790092468E0,2.500000000E0
5.507849049E2,6.778343316E1,2.482349020E1,2.402061426E2,1.080000043E0,2.303999939E2,3.790092468E0,2.500000000E0
5.517848524E2,6.778342624E1,2.482347334E1,2.400552598E2,8.999999762E-1,2.311000061E2,3.790092468E0,2.500000000E0
5.527848616E2,6.778342033E1,2.482345211E1,2.403269159E2,1.070000052E0,2.403999939E2,3.790092468E0,2.500000000E0
5.537846993E2,6.778341641E1,2.482342950E1,2.400640807E2,1.019999981E0,2.453999939E2,3.790092468E0,2.500000000E0
5.547846703E2,6.778341243E1,2.482340481E1,2.402218364E2,1.049999952E0,2.448999939E2,3.790092468E0,2.500000000E0
5.557844046E2,6.778340592E1,2.482338174E1,2.402181620E2,1.190000057E0,2.316000061E2,3.790092468E0,2.500000000E0
5.567843928E2,6.778339719E1,2.482336278E1,2.399845173E2,1.159999967E0,2.191999969E2,3.790092468E0,2.500000000E0
5.577848104E2,6.778338867E1,2.482334558E1,2.398430984E2,1.139999986E0,2.201000061E2,3.790092468E0,2.500000000E0
5.587848026E2,6.778337863E1,2.482333211E1,2.398546416E2,1.070000052E0,2.108000031E2,3.790092468E0,2.500000000E0
5.597847803E2,6.778336738E1,2.482332517E1,2.399399870E2,1.139999986E0,1.970000000E2,3.790092468E0,2.500000000E0
5.607847256E2,6.778335735E1,2.482332589E1,2.399098601E2,1.019999981E0,1.858999939E2,3.790092468E0,2.500000000E0
5.617845979E2,6.778334766E1,2.482333313E1,2.400461221E2,1.019999981E0,1.733000031E2,3.790092468E0,2.500000000E0
5.627845947E2,6.778333848E1,2.482334068E1,2.402331645E2,9.399999976E-1,1.698999939E2,3.790092468E0,2.500000000E0
5.637846096E2,6.778332914E1,2.482334792E1,2.399047040E2,9.599999785E-1,1.711999969E2,3.790092468E0,2.500000000E0
5.647845566E2,6.778331944E1,2.482335149E1,2.400034860E2,9.700000286E-1,1.831999969E2,3.790092468E0,2.500000000E0
5.657845192E2,6.778330997E1,2.482335007E1,2.399800692E2,9.800000191E-1,1.883000031E2,3.790092468E0,2.500000000E0
5.667845936E2,6.778329979E1,2.482334902E1,2.398998917E2,1.059999943E0,1.841999969E2,3.790092468E0,2.500000000E0
5.677844672E2,6.778329075E1,2.482335140E1,2.400941297E2,9.700000286E-1,1.718999939E2,3.790092468E0,2.500000000E0
5.687843135E2,6.778328273E1,2.482335573E1,2.402262339E2,8.600000143E-1,1.710000000E2,3.790092468E0,2.500000000E0
5.697850649E2,6.778327517E1,2.482336413E1,2.400498092E2,9.800000191E-1,1.653999939E2,3.790092468E0,2.500000000E0
5.707850061E2,6.778326635E1,2.482337315E1,2.403429926E2,1.039999962E0,1.658999939E2,3.790092468E0,2.500000000E0
5.717850413E2,6.778325645E1,2.482338008E1,2.405222235E2,1.100000024E0,1.713999939E2,3.790092468E0,2.500000000E0
5.727849176E2,6.778324715E1,2.482338435E1,2.406136812E2,9.900000095E-1,1.700000000E2,3.790092468E0,2.500000000E0
5.737843226E2,6.778323830E1,2.482339146E1,2.408555318E2,9.800000191E-1,1.655000000E2,3.790092468E0,2.500000000E0
5.747851635E2,6.778322837E1,2.482340251E1,2.407850118E2,1.059999943E0,1.578000031E2,3.790092468E0,2.500000000E0
5.757851164E2,6.778322000E1,2.482341428E1,2.406257439E2,8.600000143E-1,1.573000031E2,3.790092468E0,2.500000000E0
5.767849900E2,6.778321099E1,2.482342405E1,2.407856890E2,9.800000191E-1,1.628999939E2,3.790092468E0,2.500000000E0
5.777849660E2,6.778320243E1,2.482343312E1,2.407468406E2,8.999999762E-1,1.575000000E2,3.790092468E0,2.500000000E0
5.787849280E2,6.778319568E1,2.482344825E1,2.407374142E2,9.100000262E-1,1.373000031E2,3.790092468E0,2.500000000E0
5.797847045E2,6.778319209E1,2.482346891E1,2.405085045E2,8.899999857E-1,1.206999969E2,3.790092468E0,2.500000000E0
5.807850667E2,6.778319190E1,2.482349050E1,2.403869487E2,8.500000238E-1,9.809999847E1,3.790092468E0,2.500000000E0
5.817850682E2,6.778319532E1,2.482351066E1,2.401796284E2,8.399999738E-1,7.459999847E1,3.790092468E0,2.500000000E0
5.827846332E2,6.778320026E1,2.482352857E1,2.401704219E2,8.199999928E-1,5.440000153E1,3.790092468E0,2.500000000E0
5.837846588E2,6.778320485E1,2.482354359E1,2.401471746E2,7.599999905E-1,5.400000000E1,3.790092468E0,2.500000000E0
5.847846573E2,6.778320886E1,2.482356129E1,2.403995057E2,8.500000238E-1,6.430000305E1,3.790092468E0,2.500000000E0
5.857846545E2,6.778321235E1,2.482358167E1,2.401624613E2,9.300000072E-1,6.630000305E1,3.790092468E0,2.500000000E0
